"University Name,School Name,Program  Title",Program Type,Tuition,Program Length,Program Start,Delivery Method,Email,Phone Number,Address,Program Information
University of Connecticut�s School of Business: MS in Business Analytics & Project Management,"Analytics & Data Science, Project Management","$33,300",3 semesters,"Fall, Spring, Summer",On-Campus,msbapm@uconn.edu,860-728-2451,"University of Connecticut, Storrs School of Business, 100 Constitution Plaza, Hartford, Connecticut 06103",http://msbapm.business.uconn.edu/
University of Connecticut�s School of Business: MS in Financial Risk Management,Risk Management,"$41,778",15 months,Fall,On-Campus,msfrm@business.uconn.edu,860-486-4431,"University of Connecticut, Storrs School of Business, Uconn Stamford, One University Place, Stamford, Connecticut 06901",http://risk.business.uconn.edu/msfrm/
University of Connecticut�s School of Business: MS in HR Management,Human Resources,"$27,225",22 months,"Fall, Spring, Summer",Blended,moira.rosek@business.uconn.edu,860-728-2400,"University of Connecticut, Storrs School of Business, UConn Graduate Business Learning Center, 100 Constitution Plaza, Hartford, Connecticut 06103",http://hrm.business.uconn.edu/academics/mshrm/
University of Delaware: Master of Accounting Practice,Accounting,"$36,000 Domestic, $29,700 In-State, $48,600 International",18-24 months,Fall,On-Campus,lberry@udel.edu,302-831-2963,"Lisa Berry or Dr. John Wragge, University of Delaware, Department of Accounting & MIS, 42 Amstel Ave. Purnell Hall 226, Newark, Delaware 19716",https://lerner.udel.edu/programs/masters-programs/master-of-accounting-practice/
University of Delaware: Master of Arts in Economics & Entrepreneurship for Educators,"Economics, Entrepreneurship","$2,500 residents, $7,000 non-residents",2 years,Mid-May (online); Late-June (on-campus),Blended,asarta@udel.edu,302-831-4868,"Carlos J. Asarta, Ph. D., 102 Alfred Lerner Hall, Newark, Delaware 19716",https://lerner.udel.edu/programs/masters-programs/economics-and-entrepreneurship-for-educators-ma/
University of Delaware: Master of Science in Finance,Finance,"$1,000/credit-domestic residents; $1,350/credit-international residents",3-4 Semesters,Fall or Spring,On-Campus,vrollo@udel.edu,302-831-1015,"Vicki Rollo, University of Delaware, 42 Amstel Ave. 306B Purnell Hall, Newark, Delaware 19716",http://lerner.udel.edu/programs/specialized-graduate-programs/finance-ms
University of Delaware: MS in Accounting,Accounting,"$36,000 Domestic, $29,700 In-State, $48,600 International",18 months,Spring or Fall,On-Campus,lberry@udel.edu,302-831-2963,"Lisa Berry or Dr. John Wragge, University of Delaware Lerner College of B&E, Department of Accounting & MIS, 42 Amstel Ave. 226 Purnell Hall, Newark, Delaware 19716",https://lerner.udel.edu/programs/masters-programs/accounting-ms/
University of Delaware: MS in Applied Statistics,"Analytics & Data Science, Statistics","$30,000",2.5 years,"Fall, Spring, Summer",Online,onlinestats@udel.edu,844-247-6251,"Admissions Counselor, Kristen O'Riordan, koriordan@allcampus.com, Newark, Delaware 19716",https://onlinestats.canr.udel.edu/
University of Delaware: MS in Information Systems & Technology Management,"Analytics, Information Systems, Management, Technology","$36,000 Domestic, $29,700 In-State, $48,600 International",16 - 21 months,Spring or Fall,On-Campus,lberry@udel.edu,302-831-2963,"Lisa Berry or Andrea Everard, University of Delaware, 226 Purnell Hall, Newark, Delaware 19716",https://lerner.udel.edu/programs/masters-programs/information-systems-and-technology-management-ms/
University of Delaware: MS in International Business,"Business Administration (MSBA), Global/International Business, Management","24,750 residents, $30,000 non-resident, $40,500 international",1 year,Fall,Blended,greganj@udel.edu,302-831-4628,"Jennifer Gregan, 118 Lerner Hall, Newark, Delaware 19716",https://lerner.udel.edu/programs/masters-programs/international-business-ms/
University of Florida: MS in Sport Management,Sports Management,"$21,087",2 years,"Spring, Summer, Fall",Online,smonline@hhp.ufl.edu,877-665-3860,"200 Florida Gym Stadium Road, P.O. Box 118200, Gainesville, Florida 32611-8200",https://sm.hhp.ufl.edu/
University of Florida�s Hough Graduate School of Business: Master of International Business,Global/International Business,"$15,921",1 year,"Spring, Summer, or Fall",On-Campus,mib@warrington.ufl.edu,352-273-0668,"University of Florida, Hough Graduate School of Business, 1404 Union Road, Hough Hall 220, Gainesville, Florida 32611",http://warrington.ufl.edu/mib
University of Florida�s Hough Graduate School of Business: MS in Entrepreneurship,Entrepreneurship,"$19,100 (In-State), $42,700 (Out-of-State)",1 year,"Spring, Summer, and Fall",On-Campus,mse@warrington.ufl.edu,352-273-0330,"Master of Science in Entrepreneurship Program, Hough Graduate School of Business, University of Florida, PO Box 117168, 1384 Union Drive 133 Bryan Hall, Gainesville, Florida 32611",http://warrington.ufl.edu/graduate/academics/mse/
University of Florida�s Hough Graduate School of Business: MS in Finance,Finance,"$16,992",2-year overlap of 4-year undergraduate degree program,Fall,On-Campus,kelly.herring@warrington.ufl.edu,352-392-9249,"Master of Science in Finance Program, Hough Graduate School of Business, University of Florida, 1404 Union Road, Hough Hall 208, Gainesville, Florida 32611",http://warrington.ufl.edu/msf
University of Florida�s Hough Graduate School of Business: MS in Information Systems and Operations Management,Information Systems,"$19,000 In-State, $50,000 Out-of-State",1.5 - 2 years,August and January,On-Campus,chandra.hardy@warrington.ufl.edu,,"Master of Science in Information Systems and Operations Management Program, Hough Graduate School of Business, University of Florida, 1404 Union Road, 204 Hough Hall, Gainesville, Florida 32611",http://warrington.ufl.edu/graduate/academics/ms-isom/
University of Florida�s Hough Graduate School of Business: MS in Management,Management,"$16,983",1 year,"Spring, Summer, or Fall",On-Campus,msm@warrington.ufl.edu,352-273-0668,"University of Florida, Hough Graduate School of Business, Master of Science in Management Program, 1404 Union Road, Hough Hall 220, Gainesville, Florida 32611",http://warrington.ufl.edu/msm/
University of Florida�s Hough Graduate School of Business: MS in Real Estate,Real Estate,"$30,000",10-12 months,Spring & Fall,"On-Campus, Online",msire@fiu.edu,305-779-7898,"Master of Science in Real Estate Program, Hough Graduate School of Business, University of Florida, 1101 Brickell Avenue, Suite 1100-S, Miami, Florida 33131",https://business.fiu.edu
University of Florida�s Warrington College of Business: Master of Accounting,Accounting,"$18,043",1-2 Years,"Spring, Summer, and Fall",On-Campus,fsoa@warrington.ufl.edu,352-273-0200,"Master of Accounting Program, Fisher School of Accounting University of Florida, 1368 Union Road Gerson Hall 210, Gainesville, Florida 32611",http://warrington.ufl.edu/fisher
University of Georgia�s Terry College of Business: Master of Internet Technology,Technology,"$26,400",2 years,"Fall, Spring, or Summer",Online,cpiercy@uga.edu,706-542-3336,"312 Brooks Hall, 310 Herty Drive, Athens, Georgia 30602",http://www.terry.uga.edu/mit
University of Georgia�s Terry College of Business: MS in Accountancy,Accounting,"$12,000",2 semesters,"Fall, Spring, Summer",On-Campus,ctarpley@uga.edu,706-542-3600,"University of Georgia, Terry College of Business, 246A Brooks Hall, 310 Herty Drive, Athens, Georgia 30602",http://www.terry.uga.edu/macc
University of Georgia�s Terry College of Business: MS in Internet Technology,Technology,"$26,400",2 years,Fall,Online,cpiercy@uga.edu,706-542-3336,"University of Georgia, Terry College of Business, 312 Brooks Hall, 310 Herty Drive, Athens, Georgia 30602",http://www.terry.uga.edu/mit
University of Georgia�s Terry College of Business: MS in Marketing Research,Marketing,"$12,132",11 months,Summer,On-Campus,jmeyer@uga.edu,706-542-8100,"University of Georgia, Terry College of Business, Brooks Hall, 310 Herty Drive, Athens, Georgia 30602-6269",http://www.terry.uga.edu/mmr
University of Illinois Urbana-Champaign�s College of Business: MS in Business Administration (MSBA),Business Administration (MSBA),"$44,444",1 year,August,On-Campus,grad@business.illinois.edu,217-244-7602,"University of Illinois Urbana-Champaign, College of Business, Department of Business Administration, Jeff Yacup, 3019 Business Instructional Facility, 515 East Gregory Drive, Champaign, Illinois 61820",https://business.illinois.edu/msba/
University of Illinois Urbana-Champaign�s Gies College of Business: MS in Management,Management,"$31,625",11 months,June,On-Campus,grad@business.illinois.edu,217-244-1103,"Kristen Sackley, University of Illinois Gies College of Business 3019, Business Instructional Facility 515 East Gregory Drive, Champaign, Illinois 61820",https://business.illinois.edu/msm
University of Illinois Urbana-Champaign�s College of Business: Master of Accounting Science,Accounting,"$24,560 In-State, $38,146 Out-of-State",9 months,August,On-Campus,accy-mas@illinois.edu,217-333-5030,"Kacie Jones, 360 Wohlers Hall, 1045 Business Instructional Facility, 515 East Gregory Drive, Champaign, Illinois 61820",https://giesbusiness.illinois.edu/mas
University of Illinois Urbana-Champaign�s College of Business: MS in Accountancy,Accounting,"$47,585",1 year,June,On-Campus,ms-accy@business.illinois.edu,217-244-9201,"University of Illinois, PricewaterhouseCoopers Accountancy Student Center, Kacie Jones, 1045 Business Instructional Facility, 515 East Gregory Drive, Champaign, Illinois 61820",https://giesbusiness.illinois.edu/msa
University of Illinois Urbana-Champaign�s College of Business: MS in Finance,Finance,"$61,521",15 months,August,On-Campus,msfinance@business.illinois.edu,217-244-7602,"University of Illinois Gies College of Business, Holly Kizer, 3019 Business Instructional Facility, 515 East Gregory Drive, Champaign, Illinois 61820",https://giesbusiness.illinois.edu/msf
University of Illinois Urbana-Champaign�s College of Business: MS in Financial Engineering,"Analytics & Data Science, Engineering, Finance, Risk Management","$58,500",3 semesters,Fall,On-Campus,msfe@illinois.edu,217-333-3284,"University of Illinois, Illinois MSFE Admissions, 3252 Digital Computer Lab, 1304 West Springfield Avenue, Urbana, Illinois 61801",http://msfe.illinois.edu/
University of Illinois Urbana-Champaign�s College of Business: MS in Taxation,Taxation,"$38,200",12 months,Summer,On-Campus,mstax@illinois.edu,312-575-0909,"University of Illinois at Urbana-Champaign, MS Tax Program, 4th Floor, Illini Center, 200 South Wacker Dr, Chicago, Illinois 60606",https://business.illinois.edu/mst/program/
University of Illinois Urbana-Champaign�s College of Business: MS in Technology Management,"Management, Technology","$41,800",1 year,Summer or Fall,On-Campus,grad@business.illinois.edu,217-244-1103,"University of Illinois, Department of Business Administration, Master of Science in Technology Management, University of Illinois Gies College of Business, 3019 Business Instructional Facility 515 East Gregory Drive, Champaign, Illinois 61820",https://ms-techmgmt.illinois.edu/
University of Illinois� College of Business: MS in Financial Engineering,"Engineering, Finance","$58,500",15 months,August,On-Campus,msfe@illinois.edu,217-333-3284,"3251 Digital Computer Lab, 1304 West Springfield Ave, Urbana, Illinois 61801",https://msfe.illinois.edu/
University of Iowa�s Tippie College of Business: Master of Accountancy,Accounting,"$15,000",2-4 semesters,Spring and Fall,On-Campus,thomas-carroll@uiowa.edu,319-335-2727,"W252 PBB, University of Iowa, Iowa City, Iowa 52242",http://tippie.uiowa.edu/accounting/mac/
University of Iowa�s Tippie School of Management: MS in Business Analytics,Analytics & Data Science,"$20,000",less than 3 years,"Spring, Summer, and Fall",On-Campus,tippie-analytics@uiowa.edu,319-335-0830,"Graduate Program in Business Analytics, W288 Pappajohn Business Building, Tippie College of Business, Iowa City, Iowa 52242-1994",http://tippie.uiowa.edu/business-analytics
University of Kentucky�s Gatton College of Business and Economics: MS in Accounting,Accounting,"$16,764",11 months,Fall,On-Campus,johnsmigla@uky.edu,859-323-9683,"University of Kentucky, Gatton College of Business and Economics, Von Allmen School of Accountancy, College of Business and Economics University of Kentucky, 435A Gatton, Lexington, Kentucky 40506-0034",http://gatton.uky.edu/programs/masters/master-science-accounting
University of Maryland�s Robert H. Smith School of Business: Master of Finance,"Finance, Investment Management, Risk Management","$49,963 In-State, $65,247 Out-of-State",9-20 months,August,On-Campus,mpineda@rhsmith.umd.edu,304-405-2559,"University of Maryland, MBA/MS Admissions Office, 2303 Van Munching Hall, College Park, Maryland 20742",https://www.rhsmith.umd.edu/programs/master-of-finance
University of Maryland�s Robert H. Smith School of Business: MS in Business Analytics,Analytics & Data Science,"$49,892 In-State, $62,762 Out-of-State",3 semesters,August,On-Campus,masters@rhsmith.umd.edu,301-405-2559,"University of Maryland, MBA/MS Admissions Office, 2303 Van Munching Hall, College Park, Maryland 20742",https://www.rhsmith.umd.edu/programs/ms-business-analytics
University of Maryland�s Robert H. Smith School of Business: MS in Business and Management,"Analytics & Data Science, Management","$48,967",9 or 16 months,Fall,On-Campus,masters@rhsmith.umd.edu,301-405-2559,"University of Maryland, MBA/MS Admissions Office, 2308 Van Munching Hall, College Park, Maryland 20742",http://www.rhsmith.umd.edu/programs/ms-business-management
University of Maryland�s Smith School of Business: MS in Information Systems,Information Systems,"$49,892 In-State, $62,762 Out-of-State",9-20 months,August,On-Campus,masters@rhsmith.umd.edu,301-405-2559,"University of Maryland, MBA/MS Admissions Office, 2303 Van Munching Hall, College Park, Maryland 20742",https://www.rhsmith.umd.edu/programs/ms-information-systems
University of Maryland�s Smith School of Business: MS in Marketing Analytics,"Analytics, Marketing","$60,450",9-16 months,August,On-Campus,masters@rhsmith.umd.edu,301-405-2559,"University of Maryland, MBA/MS Admissions Office, Van Munching Hall, College Park, Maryland 20742",https://www.rhsmith.umd.edu/programs/ms-marketing-analytics
